event_datetime,event_count,rolling_mean,rolling_std,z_score,is_anomaly
2021-01-03,6,,,,False
2021-01-10,24,,,,False
2021-01-17,59,29.666666666666668,26.950572040929547,1.0884122715015143,False
2021-01-24,70,39.75,29.848227194703988,1.013460524897348,False
2021-01-31,113,54.4,41.72888687707833,1.404302975361391,False
2021-02-07,60,55.333333333333336,37.39340405294317,0.12479919346362262,False
2021-02-14,72,57.714285714285715,34.71173809973741,0.4115528368146553,False
2021-02-21,40,55.5,32.7414110874898,-0.4734065968806827,False
2021-02-28,65,62.875,25.93639197289069,0.081931210872395,False
2021-03-07,73,69.0,20.701966780270634,0.1932183566158591,False
2021-03-14,88,72.625,21.232976374363677,0.7241095044293228,False
2021-03-21,100,76.375,23.255951619193873,1.0158689864362094,False
2021-03-28,94,74.0,19.675946156229884,1.016469543126266,False
2021-04-04,113,80.625,22.940528702339396,1.411257797066312,False
2021-04-11,97,83.75,23.29776200165404,0.568724154665985,False
2021-04-18,121,93.875,18.7192605165299,1.449042283270083,False
2021-04-25,108,99.25,15.05940617307719,0.5810322066777786,False
2021-05-02,121,105.25,12.441290700153084,1.2659458234350398,False
2021-05-09,114,108.5,10.542431272854406,0.5217012904947165,False
2021-05-16,115,110.375,10.140970649513154,0.45607074113975826,False
2021-05-23,125,114.25,8.827716093564241,1.2177555197812922,False
2021-05-30,135,117.0,11.42678557475506,1.5752461514432365,False
2021-06-06,138,122.125,10.315556906232265,1.5389377562745965,False
2021-06-13,117,121.625,10.473606283006367,-0.44158620011372335,False
2021-06-20,114,122.375,9.530964574180706,-0.878714838861934,False
2021-06-27,126,123.0,9.591663046625538,0.3127716210856089,False
2021-07-04,140,126.25,10.471048521655277,1.3131445214453445,False
2021-07-11,140,129.375,10.363914042759925,1.025191829666174,False
2021-07-18,111,127.625,12.223367550954048,-1.3600998195216996,False
2021-07-25,153,129.875,15.094346150605126,1.5320305874311042,False
2021-08-01,153,131.75,17.052440127023356,1.2461559660499664,False
2021-08-08,153,136.25,17.351409987993215,0.9653394168883465,False
2021-08-15,165,142.625,17.377633407836207,1.2875746354454858,False
2021-08-22,159,146.75,16.773703909904484,0.7303097792710326,False
2021-08-29,179,151.625,19.906477768376284,1.3751804974503483,False
2021-09-05,186,157.375,22.538459194389155,1.270051326628666,False
2021-09-12,183,166.375,14.212042177574094,1.169782624641618,False
2021-09-19,170,168.5,13.158375931050887,0.11399583108583547,False
2021-09-26,194,173.625,14.201986782539644,1.434658425752772,False
2021-10-03,216,181.5,18.07128740769264,1.909105821941271,False
2021-10-10,197,185.5,17.42740042904528,0.6598804019464423,False
2021-10-17,209,191.75,15.415669208401534,1.1189913176522208,False
2021-10-24,238,199.125,21.397179386879188,1.8168282509160185,False
2021-10-31,213,202.5,21.159260046473452,0.49623663478487295,False
2021-11-07,181,202.25,21.43261866541615,-0.9914794049076782,False
2021-11-14,172,202.5,21.010201603710836,-1.4516757418745125,False
2021-11-21,244,208.75,25.14955267991862,1.4016153865092944,False
2021-11-28,251,213.125,29.293770668864088,1.2929370011166494,False
2021-12-05,276,223.0,35.69713874088113,1.48471283328104,False
2021-12-12,267,230.25,38.246381714950715,0.9608752083764888,False
2021-12-19,287,236.375,43.25980483411496,1.1702549328210745,False
2021-12-26,311,248.625,49.16717110314276,1.2686310519909696,False
2022-01-02,351,269.875,52.39530376992636,1.5483257880559096,False
2022-01-09,559,318.25,103.17080151726209,2.3335090593409684,True
2022-01-16,598,362.5,137.10892437349636,1.7176124827474977,False
2022-01-23,597,405.75,150.80048313677818,1.2682320110774017,False
2022-01-30,537,438.375,146.9022391154841,0.6713648518486368,False
2022-02-06,425,458.125,130.24749791948295,-0.2543235035538063,False
2022-02-13,340,464.75,121.34337347261403,-1.0280742691578029,False
2022-02-20,248,456.875,134.11875068652515,-1.5573885003462502,False
2022-02-27,251,444.375,149.2073700784056,-1.2960150688158711,False
2022-03-06,324,415.0,146.52547316324998,-0.6210524220495995,False
2022-03-13,370,386.5,126.67506237839962,-0.13025452437285356,False
2022-03-20,393,361.0,94.75984683096831,0.33769577590264876,False
2022-03-27,372,340.375,63.91721766696136,0.49478061083292235,False
2022-04-03,396,336.75,59.07078078760384,1.0030339739886047,False
2022-04-10,399,344.125,63.081438293232196,0.8699072418881001,False
2022-04-17,412,364.625,53.2646693409431,0.889426341816866,False
2022-04-24,436,387.75,33.30701341845509,1.4486438454810584,False
2022-05-01,423,400.125,23.04924851579466,0.9924401649938716,False
2022-05-08,422,406.625,20.53524844192136,0.7487126363961074,False
2022-05-15,453,414.125,25.26113615813836,1.5389252390168395,False
2022-05-22,474,426.875,26.664248402254803,1.767347771783246,False
2022-05-29,431,431.25,23.566016694748136,-0.010608496261301316,False
2022-06-05,398,431.125,23.763342117038874,-1.3939537560353767,False
2022-06-12,376,426.625,30.387673722838986,-1.6659715535233912,False
2022-06-19,381,419.75,33.9737293465744,-1.1405871755997607,False
2022-06-26,389,415.5,35.596950110126876,-0.7444457999355706,False
2022-07-03,381,410.375,37.43160429369819,-0.7847646542081402,False
2022-07-10,387,402.125,33.79111252554864,-0.44760290116415535,False
2022-07-17,442,398.125,24.75270547983458,1.7725335129828084,False
2022-07-24,447,400.125,28.195427694169624,1.662503598400567,False
2022-07-31,482,410.625,40.32346888422606,1.7700610085140973,False
2022-08-07,400,413.625,38.217189475791855,-0.3565149658278918,False
2022-08-14,450,422.25,37.58324094593233,0.7383610168138894,False
2022-08-21,418,425.875,35.24379377989839,-0.22344359546478723,False
2022-08-28,405,428.875,31.72397696200334,-0.7525853403750649,False
2022-09-04,456,437.5,27.856776554368324,0.6641112967214057,False
2022-09-11,474,441.5,30.743175781673273,1.0571451768939892,False
2022-09-18,466,443.875,31.93939573630041,0.6927181773465441,False
2022-09-25,492,445.125,33.7868846067313,1.3873726608892842,False
2022-10-02,470,453.875,29.181390841229216,0.552578185451587,False
2022-10-09,492,459.125,32.024265353456215,1.02656531343199,False
2022-10-16,504,469.875,30.65213812164783,1.1132991722981793,False
2022-10-23,500,481.75,17.515299434657656,1.041946217824206,False
2022-10-30,423,477.625,26.185805860645825,-2.086053806810465,True
2022-11-06,522,483.625,30.397074577286997,1.2624570138296858,False
2022-11-13,513,489.5,31.039145790897273,0.7571084642056017,False
2022-11-20,607,503.875,51.948979090752424,1.9851208205621418,False
2022-11-27,573,516.75,55.026616936066276,1.0222325691102387,False
2022-12-04,579,527.625,57.95549400802558,0.8864560794337406,False
2022-12-11,581,537.25,59.83489187517839,0.7311787258054532,False
2022-12-18,657,556.875,70.6428390870987,1.4173411104917717,False
2022-12-25,637,583.625,50.293247203632795,1.0612756775057588,False
2023-01-01,705,606.5,59.1052330291369,1.66651910417886,False
2023-01-08,1165,688.0,198.0245295050951,2.4087924924862754,True
2023-01-15,1224,765.125,269.29666991734496,1.703975768214446,False
2023-01-22,1237,848.125,301.9666194891652,1.2878079062442633,False
2023-01-29,1054,907.5,287.85909251378035,0.5089295555011408,False
2023-02-05,889,946.0,256.88296390157353,-0.22189093092930812,False
2023-02-12,676,948.375,253.8998326112091,-1.0727655753010341,False
2023-02-19,500,931.25,281.0682428572413,-1.534324887137955,False
2023-02-26,448,899.125,322.2866680900273,-1.3997631446361383,False
2023-03-05,613,830.125,316.26636038991836,-0.6865257491574855,False
2023-03-12,681,762.25,275.2701270700162,-0.29516461108521846,False
2023-03-19,669,691.25,197.62717424483913,-0.11258573161823691,False
2023-03-26,719,649.375,135.5148252300938,0.5137814248867759,False
2023-04-02,761,633.375,107.92978868558158,1.1824816999484176,False
2023-04-09,717,638.5,111.1678267948318,0.7061395573098446,False
2023-04-16,791,674.875,106.90240876612653,1.0862711265379437,False
2023-04-23,820,721.375,67.9157829331929,1.4521661348881896,False
2023-04-30,817,746.875,59.142533643007624,1.1856948913160203,False
2023-05-07,801,761.875,55.12955520537835,0.7096919221322328,False
2023-05-14,821,780.875,43.51826381778447,0.9220266729391497,False
2023-05-21,833,795.125,38.768313644742754,0.9769576347083672,False
2023-05-28,836,804.5,38.40386885272299,0.8202298607153619,False
2023-06-04,741,807.5,30.771043902622917,-2.161122651881549,True
